Rank,Stock,Ticker,Type,Quantity,Market Value,% Portfolio,Previous % Portfolio,Change,% Change,Change Type,% Ownership,Sector,Source Type,Source Date,Avg Price
9425,RIVERFRONT DYNAMIC US FLEX-CAP ETF,RFFC,N/A,13602.0,561000.0,0.0001374,0.0001,4592.0,50.965594,ADDITION,NO DATA,FINANCE,13F,03/31/2021,35.454
9426,CARNIVAL PLC ADS ADR,CUK,PUT,25000.0,560000.0,0.000137155,0.0004,-48400.0,-65.940054,REDUCTION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
9427,ATLAS CORP,ATCO,PUT,41000.0,560000.0,0.000137155,0.0002,-15800.0,-27.816901,REDUCTION,N/A,TRANSPORTS,13F,03/31/2021,N/A
9428,NOMAD FOODS LTD,NOMD,CALL,20400.0,560000.0,0.000137155,N/A,20400.0,N/A,NEW,N/A,CONSUMER STAPLES,13F,03/31/2021,N/A
9429,SOLARWINDS CORP,SWI,PUT,32100.0,560000.0,0.000137155,0.0002,-12500.0,-28.026906,REDUCTION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
9430,INVESCO GLOBAL WATER ETF,PIO,N/A,15431.0,559000.0,0.00013691,N/A,15431.0,N/A,NEW,NO DATA,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2021,36.22
9431,GLOBAL PARTNERS LP,GLP,N/A,26191.0,559000.0,0.00013691,0.0001,4924.0,23.153242,ADDITION,0.0770424,ENERGY,13F,03/31/2021,16.3337
9432,FIRST TRUST DORSEY WRIGHT MOMENTUM AND D,DDIV,N/A,19122.0,559000.0,0.00013691,N/A,19122.0,N/A,NEW,NO DATA,FINANCE,13F,03/31/2021,29.259
9433,EL POLLO LOCO HOLDINGS INC,LOCO,CALL,34700.0,559000.0,0.00013691,0.0001,4800.0,16.053512,ADDITION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
9434,GIBRALTAR INDUSTRIES INC,ROCK,PUT,6100.0,558000.0,0.000136665,N/A,6100.0,N/A,NEW,N/A,INDUSTRIALS,13F,03/31/2021,N/A
9435,CORNERSTONE ONDEMAND INC,CSOD,CALL,12800.0,558000.0,0.000136665,0.0002,-6800.0,-34.693878,REDUCTION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
9436,LANDS END INC,LE,CALL,22500.0,558000.0,0.000136665,0.0002,-14400.0,-39.02439,REDUCTION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
9437,AGENUS INC,AGEN,CALL,204600.0,557000.0,0.00013642,0.0001,67700.0,49.452155,ADDITION,N/A,HEALTH CARE,13F,03/31/2021,N/A
9438,EQUINOR ASA,EQNR,N/A,28633.0,557000.0,0.00013642,0.0006,-112013.0,-79.641796,REDUCTION,0.0008789,ENERGY,13F,03/31/2021,17.37
9439,SPDR MSCI EMERGING MARKET QUALTY MIX ETF,QEMM,N/A,8182.0,557000.0,0.00013642,0.0001,4563.0,126.084554,ADDITION,NO DATA,FINANCE,13F,03/31/2021,60.062
9440,IPATH SERIES B S&P 500 VIX MID-TERM FUTU,VXZ,CALL,19200.0,557000.0,0.00013642,0.0007,-70100.0,-78.49944,REDUCTION,NO DATA,FINANCE,13F,03/31/2021,N/A
9441,ISHARES CURRENCY HEDGED MSCI EUROZON ETF,HEZU,N/A,16248.0,556000.0,0.000136175,0.0002,-4950.0,-23.35126,REDUCTION,NO DATA,FINANCE,13F,03/31/2021,28.88
9442,CENTENNIAL RESOURCE DEVELOPMENT INC,CDEV,CALL,132300.0,556000.0,0.000136175,0.0,61300.0,86.338028,ADDITION,N/A,ENERGY,13F,03/31/2021,N/A
9443,JANUS HENDERSON SHORT DURATION INCOME ETF,VNLA,N/A,11075.0,556000.0,0.000136175,N/A,11075.0,N/A,NEW,NO DATA,FINANCE,13F,03/31/2021,50.186
9444,CUE BIOPHARMA INC,CUE,CALL,45600.0,556000.0,0.000136175,0.0001,17100.0,60.0,ADDITION,N/A,HEALTH CARE,13F,03/31/2021,N/A
9445,NAVIOS MARITIME CONTAINERS LP,NMCI,N/A,60200.0,556000.0,0.000136175,0.0,38639.0,179.207829,ADDITION,0.1855415,TRANSPORTS,13F,03/31/2021,7.3927
9446,FIRST AMERICAN CORP (THE),FAF,PUT,9800.0,555000.0,0.00013593,0.0002,-7300.0,-42.690058,REDUCTION,N/A,FINANCE,13F,03/31/2021,N/A
9447,CAI INTERNATIONAL INC,CAI,CALL,12200.0,555000.0,0.00013593,0.0001,3100.0,34.065934,ADDITION,N/A,TRANSPORTS,13F,03/31/2021,N/A
9448,LITTELFUSE INC.,LFUS,CALL,2100.0,555000.0,0.00013593,0.0001,1100.0,110.0,ADDITION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
9449,FIRST TRUST NASDAQ GLOBAL AUTO INDEX FUND,CARZ,N/A,9610.0,554000.0,0.000135685,0.0004,-23563.0,-71.030657,REDUCTION,NO DATA,FINANCE,13F,03/31/2021,51.81
9450,SAFEHOLD INC.,SAFE,PUT,7900.0,554000.0,0.000135685,0.0006,-26500.0,-77.034884,REDUCTION,N/A,REAL ESTATE,13F,03/31/2021,N/A
9451,KALEYRA ORD SHS,KLR,PUT,39300.0,554000.0,0.000135685,N/A,39300.0,N/A,NEW,N/A, ,13F,03/31/2021,N/A
9452,HALL OF FAME RESORT &AMP; ENTERTAINMENT COMPANY,HOFV,N/A,110362.0,554000.0,0.000135685,N/A,110362.0,N/A,NEW,N/A, ,13F,03/31/2021,N/A
9453,ISHARES ESG AWARE GROWTH ALLOCATION ETF,EAOR,N/A,18639.0,554000.0,0.000135685,N/A,18639.0,N/A,NEW,NO DATA,FINANCE,13F,03/31/2021,29.748
9454,PROSPERITY BANCSHARES INC,PB,N/A,7390.0,553000.0,0.00013544,0.0011,-55403.0,-88.231172,REDUCTION,0.0079523,FINANCE,13F,03/31/2021,63.7
9455,SAIA INC,SAIA,PUT,2400.0,553000.0,0.00013544,0.0002,-800.0,-25.0,REDUCTION,N/A,TRANSPORTS,13F,03/31/2021,N/A
9456,PROSHARES ULTRASHORT BLOOMBERG CRUDE OIL,SCO,CALL,19350.0,553000.0,0.00013544,0.0002,4725.0,32.307692,ADDITION,NO DATA,FINANCE,13F,03/31/2021,N/A
9457,PERFORMANCE FOOD GROUP CO,PFGC,CALL,9600.0,553000.0,0.00013544,0.0001,-500.0,-4.950495,REDUCTION,N/A,CONSUMER STAPLES,13F,03/31/2021,N/A
9458,CATO CORP.,CATO,N/A,45954.0,552000.0,0.000135195,0.0,26196.0,132.58427,ADDITION,0.2170671,CONSUMER DISCRETIONARY,13F,03/31/2021,13.8144
9459,FIDELITY QUALITY FACTOR ETF,FQAL,N/A,12140.0,551000.0,0.000134951,N/A,12140.0,N/A,NEW,NO DATA,FINANCE,13F,03/31/2021,45.37
9460,BERKELEY (W.R.) CORP.,WRB,CALL,7300.0,550000.0,0.000134706,0.0002,-2600.0,-26.262626,REDUCTION,N/A,FINANCE,13F,03/31/2021,N/A
9461,DUCOMMUN  INC,DCO,N/A,9168.0,550000.0,0.000134706,0.0001,-31.0,-0.336993,REDUCTION,0.0774778,INDUSTRIALS,13F,03/31/2021,43.01
9462,SPDR S&P INSURANCE ETF,KIE,CALL,15000.0,550000.0,0.000134706,N/A,15000.0,N/A,NEW,NO DATA,FINANCE,13F,03/31/2021,N/A
9463,MAVERIX METALS INC,MMX,N/A,104437.0,550000.0,0.000134706,0.0005,-250529.0,-70.578309,REDUCTION,0.0740608,MATERIALS,13F,03/31/2021,4.68
9464,CONX CORP.,CONX,PUT,55200.0,550000.0,0.000134706,N/A,55200.0,N/A,NEW,N/A,FINANCE,13F,03/31/2021,N/A
9465,DRDGOLD LTD ADR,DRD,N/A,58080.0,549000.0,0.000134461,N/A,58080.0,N/A,NEW,0.0671764,MATERIALS,13F,03/31/2021,9.46
9466,HOEGH LNG PARTNERS LP,HMLP,N/A,37779.0,549000.0,0.000134461,N/A,37779.0,N/A,NEW,0.1134972,ENERGY,13F,03/31/2021,14.54
9467,NEXTGEN ACQUISITION CORPORATION WARRANTS,NGACW,N/A,295140.0,549000.0,0.000134461,0.0001,142.0,0.048136,ADDITION,N/A, ,13F,03/31/2021,N/A
9468,MONMOUTH REAL ESTATE INVESTMENT CORP,MNR,PUT,31000.0,548000.0,0.000134216,0.0001,9400.0,43.518519,ADDITION,N/A,REAL ESTATE,13F,03/31/2021,N/A
9469,BRIXMOR PROPERTY GROUP INC,BRX,CALL,27100.0,548000.0,0.000134216,0.0002,-9600.0,-26.158038,REDUCTION,N/A,REAL ESTATE,13F,03/31/2021,N/A
9470,CAMBRIA FOREIGN SHAREHOLDER YIELD ETF,FYLD,N/A,20288.0,548000.0,0.000134216,0.0003,-26397.0,-56.542787,REDUCTION,NO DATA,FINANCE,13F,03/31/2021,20.94
9471,FRONTDOOR INC,FTDR,CALL,10200.0,548000.0,0.000134216,0.0002,-8800.0,-46.315789,REDUCTION,N/A,INDUSTRIALS,13F,03/31/2021,N/A
9472,ISHARES IBONDS DEC 2030 TERM CORPORATE ETF,IBDV,N/A,22125.0,548000.0,0.000134216,N/A,22125.0,N/A,NEW,NO DATA,FINANCE,13F,03/31/2021,24.77
9473,ISHARES S&P 500 GROWTH ETF,IVW,PUT,8400.0,547000.0,0.000133971,N/A,8400.0,N/A,NEW,NO DATA,FINANCE,13F,03/31/2021,N/A
9474,CATO CORP.,CATO,PUT,45600.0,547000.0,0.000133971,N/A,45600.0,N/A,NEW,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
9475,VANGUARD LONG-TERM CORPORATE BOND ETF,VCLT,PUT,5400.0,547000.0,0.000133971,N/A,5400.0,N/A,NEW,NO DATA,FINANCE,13F,03/31/2021,N/A
9476,GLYCOMIMETICS INC,GLYC,CALL,181800.0,547000.0,0.000133971,0.0,146400.0,413.559322,ADDITION,N/A,HEALTH CARE,13F,03/31/2021,N/A
9477,ABCELLERA BIOLOGICS INC.,ABCL,PUT,16100.0,547000.0,0.000133971,N/A,16100.0,N/A,NEW,N/A,HEALTH CARE,13F,03/31/2021,N/A
9478,LIGHTJUMP ACQUISITION CORPORATION,LJAQ,N/A,56430.0,547000.0,0.000133971,N/A,56430.0,N/A,NEW,NO DATA, ,13F,03/31/2021,9.7
9479,SUNOPTA INC.,STKL,PUT,37000.0,546000.0,0.000133726,0.0,22100.0,148.322148,ADDITION,N/A,CONSUMER STAPLES,13F,03/31/2021,N/A
9480,TEMPLETON GLOBAL INCOME FUND,GIM,N/A,102901.0,546000.0,0.000133726,N/A,102901.0,N/A,NEW,NO DATA,FINANCE,13F,03/31/2021,5.31
9481,SUMITOMO MITSUI FINANCIAL GROUP INC. ADR,SMFG,PUT,75300.0,546000.0,0.000133726,N/A,75300.0,N/A,NEW,N/A,FINANCE,13F,03/31/2021,N/A
9482,PROSHARES ULTRASHORT RUSSELL2000,TWM,CALL,36900.0,546000.0,0.000133726,0.0,30500.0,476.5625,ADDITION,NO DATA,FINANCE,13F,03/31/2021,N/A
9483,CF FINANCE ACQUISITION III CORP,CFAC,PUT,54600.0,546000.0,0.000133726,N/A,54600.0,N/A,NEW,N/A, ,13F,03/31/2021,N/A
9484,RENAISSANCERE HOLDINGS LTD,RNR,CALL,3400.0,545000.0,0.000133481,0.0003,-2900.0,-46.031746,REDUCTION,N/A,FINANCE,13F,03/31/2021,N/A
9485,ZUMIEZ INC,ZUMZ,PUT,12700.0,545000.0,0.000133481,0.0001,3100.0,32.291667,ADDITION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
9486,COVANTA HOLDING CORP.,CVA,CALL,39300.0,545000.0,0.000133481,0.0001,900.0,2.34375,ADDITION,N/A,INDUSTRIALS,13F,03/31/2021,N/A
9487,DXP ENTERPRISES INC.,DXPE,N/A,18064.0,545000.0,0.000133481,0.0001,-7539.0,-29.445768,REDUCTION,0.0936285,INDUSTRIALS,13F,03/31/2021,19.91
9488,RADIAN GROUP INC.,RDN,CALL,23400.0,544000.0,0.000133236,0.0001,12600.0,116.666667,ADDITION,N/A,FINANCE,13F,03/31/2021,N/A
9489,MDU RESOURCES GROUP,MDU,PUT,17200.0,544000.0,0.000133236,0.0001,3000.0,21.126761,ADDITION,N/A,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2021,N/A
9490,ISHARES MORNINGSTAR SMALL-CAP VALUE ETF,ISCV,N/A,9675.0,544000.0,0.000133236,0.0004,-22305.0,-69.746717,REDUCTION,NO DATA,FINANCE,13F,03/31/2021,78.39
9491,WESTWATER RESOURCES INC,WWR,N/A,101192.0,544000.0,0.000133236,N/A,101192.0,N/A,NEW,0.3440381,MATERIALS,13F,03/31/2021,5.37
9492,ISHARES SELF-DRIVING EV AND TECH ETF,IDRV,CALL,11800.0,544000.0,0.000133236,N/A,11800.0,N/A,NEW,NO DATA,FINANCE,13F,03/31/2021,N/A
9493,GLOBAL X MSCI ARGENTINA ETF,ARGT,N/A,18812.0,543000.0,0.000132991,0.0002,-8814.0,-31.904727,REDUCTION,NO DATA,FINANCE,13F,03/31/2021,30.38
9494,ISHARES MSCI GERMANY SMALL CAP ETF,EWGS,N/A,7020.0,543000.0,0.000132991,0.0003,-10029.0,-58.824564,REDUCTION,NO DATA,FINANCE,13F,03/31/2021,75.39
9495,COMTECH TELECOMMUNICATIONS CORP.,CMTL,PUT,21800.0,542000.0,0.000132746,0.0001,7400.0,51.388889,ADDITION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
9496,COMPASS DIVERSIFIED HOLDINGS,CODI,CALL,23400.0,542000.0,0.000132746,0.0001,2000.0,9.345794,ADDITION,N/A,FINANCE,13F,03/31/2021,N/A
9497,FIRST COMMUNITY BANCSHARES  INC (WV),FCBC,N/A,18080.0,542000.0,0.000132746,0.0001,4832.0,36.47343,ADDITION,0.1024878,FINANCE,13F,03/31/2021,23.8276
9498,POSCO  INC. ADR,PKX,CALL,7500.0,542000.0,0.000132746,N/A,7500.0,N/A,NEW,N/A,MATERIALS,13F,03/31/2021,N/A
9499,RIMINI STREET INC,RMNI,PUT,60400.0,542000.0,0.000132746,N/A,60400.0,N/A,NEW,N/A,FINANCE,13F,03/31/2021,N/A
9500,FRESH DEL MONTE PRODUCE  INC.,FDP,CALL,18900.0,541000.0,0.000132501,0.0001,1700.0,9.883721,ADDITION,N/A,CONSUMER STAPLES,13F,03/31/2021,N/A
9501,VANGUARD ENERGY ETF,VDE,N/A,7955.0,541000.0,0.000132501,0.0003,-17068.0,-68.209247,REDUCTION,NO DATA,FINANCE,13F,03/31/2021,42.3
9502,WISDOMTREE US QUALITY SHAREHOLDER YIELD,QSY,N/A,9610.0,541000.0,0.000132501,0.0006,-41048.0,-81.02965,REDUCTION,NO DATA,FINANCE,13F,03/31/2021,83.62
9503,BOATIM INC,BTIM,N/A,230218.0,541000.0,0.000132501,0.0,216322.0,1556.721359,ADDITION,0.1424282,HEALTH CARE,13F,03/31/2021,0.6127
9504,MONARCH PROCAP ETF,MPRO,N/A,21452.0,541000.0,0.000132501,N/A,21452.0,N/A,NEW,NO DATA,FINANCE,13F,03/31/2021,25.196
9505,AEROJET ROCKETDYNE HOLDINGS  INC. (GENERAL TIRE AND RUBBER - GENCORP),AJRD,CALL,11500.0,540000.0,0.000132256,0.0002,-2800.0,-19.58042,REDUCTION,N/A,INDUSTRIALS,13F,03/31/2021,N/A
9506,MORNINGSTAR INC,MORN,CALL,2400.0,540000.0,0.000132256,0.0001,1300.0,118.181818,ADDITION,N/A,COMMUNICATIONS,13F,03/31/2021,N/A
9507,CMS ENERGY CORP. (CONSUMERS POWER CO.),CMS,PUT,8800.0,539000.0,0.000132012,0.0001,5400.0,158.823529,ADDITION,N/A,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2021,N/A
9508,INTERFACE INC,TILE,PUT,43200.0,539000.0,0.000132012,0.0003,-50800.0,-54.042553,REDUCTION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
9509,BASSETT FURNITURE INDUSTRIES INC,BSET,PUT,22200.0,539000.0,0.000132012,0.0001,9900.0,80.487805,ADDITION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
9510,PROSHARES ULTRA S&P500 FUND,SSO,N/A,5272.0,539000.0,0.000132012,0.0008,-27441.0,-83.884083,REDUCTION,NO DATA,FINANCE,13F,03/31/2021,91.35
9511,U.S. GLOBAL INVESTORS  INC CLASS A,GROW,N/A,77208.0,539000.0,0.000132012,N/A,77208.0,N/A,NEW,0.5940486,FINANCE,13F,03/31/2021,6.98
9512,YPF S.A. ADR,YPF,PUT,131200.0,539000.0,0.000132012,0.0001,10400.0,8.609272,ADDITION,N/A,ENERGY,13F,03/31/2021,N/A
9513,EMPIRE STATE REALTY TRUST INC,ESRT,PUT,48400.0,539000.0,0.000132012,N/A,48400.0,N/A,NEW,N/A,REAL ESTATE,13F,03/31/2021,N/A
9514,PAVMED INC,PAVM,N/A,121309.0,539000.0,0.000132012,N/A,121309.0,N/A,NEW,0.1471113,HEALTH CARE,13F,03/31/2021,4.44
9515,OSI SYSTEMS INC.,OSIS,PUT,5600.0,538000.0,0.000131767,0.0001,3400.0,154.545455,ADDITION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
9516,PRA GROUP INC,PRAA,PUT,14500.0,538000.0,0.000131767,0.0001,6400.0,79.012346,ADDITION,N/A,FINANCE,13F,03/31/2021,N/A
9517,ARES MANAGEMENT LP,ARES,CALL,9600.0,538000.0,0.000131767,0.0002,-4100.0,-29.927007,REDUCTION,N/A,FINANCE,13F,03/31/2021,N/A
9518,FOLEY TRASIMENE ACQUISITION CORP.,WPF,CALL,53600.0,538000.0,0.000131767,N/A,53600.0,N/A,NEW,N/A,FINANCE,13F,03/31/2021,N/A
9519,ISHARES GLOBAL ENERGY ETF,IXC,CALL,21800.0,537000.0,0.000131522,N/A,21800.0,N/A,NEW,NO DATA,ENERGY,13F,03/31/2021,N/A
9520,ARCHROCK INC,AROC,CALL,56600.0,537000.0,0.000131522,0.0002,-31900.0,-36.045198,REDUCTION,N/A,ENERGY,13F,03/31/2021,N/A
9521,GOLDMAN SACHS ACTIVEBETA US SMALL CAP EQUITY ETF,GSSC,N/A,8611.0,537000.0,0.000131522,0.0004,-19620.0,-69.498069,REDUCTION,NO DATA,FINANCE,13F,03/31/2021,54.13
9522,ZIX CORP.,ZIXI,N/A,70967.0,536000.0,0.000131277,0.0001,35522.0,100.217238,ADDITION,0.1243066,COMMUNICATIONS,13F,03/31/2021,8.0894
9523,PLURISTEM THERAPEUTICS INC,PSTI,CALL,112300.0,536000.0,0.000131277,0.0001,31800.0,39.503106,ADDITION,N/A,HEALTH CARE,13F,03/31/2021,N/A
9524,PEMBINA PIPELINE CORP,PBA,CALL,18600.0,536000.0,0.000131277,0.0001,8200.0,78.846154,ADDITION,N/A,ENERGY,13F,03/31/2021,N/A
9525,ELLINGTON FINANCIAL LLC,EFC,PUT,33500.0,536000.0,0.000131277,0.0001,15000.0,81.081081,ADDITION,N/A,REAL ESTATE,13F,03/31/2021,N/A
9526,ORANGE SA ADR,ORAN,CALL,43500.0,536000.0,0.000131277,0.0001,12400.0,39.871383,ADDITION,N/A,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2021,N/A
9527,CP HIGH YIELD TREND ETF,HYTR,N/A,22327.0,536000.0,0.000131277,0.0001,0.0,0.0,N/A,NO DATA,FINANCE,13F,03/31/2021,23.19
9528,BLACKROCK FUTURE INNOVATORS ETF,BFTR,N/A,11056.0,536000.0,0.000131277,N/A,11056.0,N/A,NEW,NO DATA,FINANCE,13F,03/31/2021,48.44
9529,GRIFFON CORP.,GFF,CALL,19700.0,535000.0,0.000131032,0.0001,7500.0,61.47541,ADDITION,N/A,INDUSTRIALS,13F,03/31/2021,N/A
9530,CHEESECAKE FACTORY  INC. (THE),CAKE,N/A,9138.0,535000.0,0.000131032,0.0071,-724871.0,-98.755056,REDUCTION,0.0199389,CONSUMER DISCRETIONARY,13F,03/31/2021,35.64
9531,IQ CHAIKIN US SMALL CAP ETF,CSML,N/A,15489.0,535000.0,0.000131032,0.0002,-9984.0,-39.194441,REDUCTION,NO DATA,FINANCE,13F,03/31/2021,29.19
9532,ADT INC,ADT,CALL,63300.0,534000.0,0.000130787,0.0,53100.0,520.588235,ADDITION,N/A,INDUSTRIALS,13F,03/31/2021,N/A
9533,VANECK VECTORS MORNINGSTAR DURABLE DIVIDEND ETF,DURA,N/A,17675.0,534000.0,0.000130787,N/A,17675.0,N/A,NEW,NO DATA,FINANCE,13F,03/31/2021,30.23
9534,ARROW DWA TACTICAL ETF,DWAT,N/A,41839.0,533000.0,0.000130542,0.0001,-7.0,-0.016728,REDUCTION,NO DATA,FINANCE,13F,03/31/2021,10.9
9535,PORTLAND GENERAL ELECTRIC CO.,POR,CALL,11200.0,532000.0,0.000130297,0.0007,-49800.0,-81.639344,REDUCTION,N/A,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2021,N/A
9536,VIRNETX HOLDING CORP,VHC,CALL,95600.0,532000.0,0.000130297,0.0001,20800.0,27.807487,ADDITION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
9537,HORIZON TECHNOLOGY FINANCE CORP,HRZN,PUT,37000.0,532000.0,0.000130297,0.0,23800.0,180.30303,ADDITION,N/A,FINANCE,13F,03/31/2021,N/A
9538,INVESCO S&P SMALLCAP LOW VOLATILITY ETF,XSLV,N/A,11597.0,532000.0,0.000130297,0.0011,-89373.0,-88.51441,REDUCTION,NO DATA,FINANCE,13F,03/31/2021,37.22
9539,ALPHAMARK ACTIVELY MANAGED SMALL CAP ETF-ALPHAMARK ACTIVELY MANAGED SMALL CAP ETF,SMCP,N/A,17762.0,532000.0,0.000130297,0.0001,56.0,0.316277,ADDITION,NO DATA,FINANCE,13F,03/31/2021,26.2815
9540,PEABODY ENERGY CORP,BTU,CALL,173800.0,532000.0,0.000130297,0.0,120400.0,225.468165,ADDITION,N/A,ENERGY,13F,03/31/2021,N/A
9541,SILGAN HOLDINGS INC,SLGN,N/A,12648.0,531000.0,0.000130052,0.0017,-165766.0,-92.91087,REDUCTION,0.0114922,MATERIALS,13F,03/31/2021,34.23
9542,PROS HOLDINGS INC,PRO,CALL,12500.0,531000.0,0.000130052,0.0002,-900.0,-6.716418,REDUCTION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
9543,ALAMO GROUP INC.,ALG,CALL,3400.0,531000.0,0.000130052,0.0001,-300.0,-8.108108,REDUCTION,N/A,INDUSTRIALS,13F,03/31/2021,N/A
9544,ISHARES GLOBAL TIMBER & FORESTRY INDEX FUND,WOOD,N/A,6231.0,531000.0,0.000130052,0.0009,-37531.0,-85.76162,REDUCTION,NO DATA,FINANCE,13F,03/31/2021,66.52
9545,PREFERRED APARTMENT COMMUNITIES INC,APTS,CALL,53900.0,531000.0,0.000130052,0.0,30800.0,133.333333,ADDITION,N/A,REAL ESTATE,13F,03/31/2021,N/A
9546,PRINCIPAL US MEGA-CAP MULTI-FACTOR INDEX ETF,USMC,N/A,14388.0,531000.0,0.000130052,N/A,14388.0,N/A,NEW,NO DATA,FINANCE,13F,03/31/2021,36.916
9547,VANGUARD U.S. MOMENTUM FACTOR ETF,VFMO,N/A,4285.0,531000.0,0.000130052,0.0006,-14748.0,-77.486471,REDUCTION,NO DATA,FINANCE,13F,03/31/2021,87.74
9548,BLADE AIR MOBILITY INC,BLDE,PUT,51600.0,531000.0,0.000130052,N/A,51600.0,N/A,NEW,N/A,FINANCE,13F,03/31/2021,N/A
9549,PAE ORD SHS CLASS A,PAE,CALL,58900.0,531000.0,0.000130052,0.0,46400.0,371.2,ADDITION,N/A, ,13F,03/31/2021,N/A
9550,HEALTHCARE SERVICES GROUP INC,HCSG,PUT,18900.0,530000.0,0.000129807,0.0003,-28500.0,-60.126582,REDUCTION,N/A,INDUSTRIALS,13F,03/31/2021,N/A
9551,CUI GLBL INC,OEG,N/A,86847.0,530000.0,0.000129807,0.0,57019.0,191.159313,ADDITION,0.1877095,INFORMATION TECHNOLOGY,13F,03/31/2021,4.2179
9552,HOUGHTON MIFFLIN HARCOURT CO,HMHC,CALL,69600.0,530000.0,0.000129807,0.0,37000.0,113.496933,ADDITION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
9553,AKERNA CORP,KERN,N/A,107245.0,530000.0,0.000129807,N/A,107245.0,N/A,NEW,0.4965654,FINANCE,13F,03/31/2021,4.94
9554,INSTEEL INDUSTRIES INC,IIIN,N/A,17134.0,529000.0,0.000129562,0.0002,-25026.0,-59.359583,REDUCTION,0.0887130,INDUSTRIALS,13F,03/31/2021,17.67
9555,WEBSTER FINANCIAL CORP.,WBS,PUT,9600.0,529000.0,0.000129562,N/A,9600.0,N/A,NEW,N/A,FINANCE,13F,03/31/2021,N/A
9556,COLONY CAPITAL INC,CLNY,PUT,81600.0,529000.0,0.000129562,0.0003,-126100.0,-60.712566,REDUCTION,N/A,REAL ESTATE,13F,03/31/2021,N/A
9557,PERSONALIS INC,PSNL,CALL,21500.0,529000.0,0.000129562,0.0003,-13600.0,-38.746439,REDUCTION,N/A,HEALTH CARE,13F,03/31/2021,N/A
9558,GRAY TELEVISION INC,GTN,PUT,28700.0,528000.0,0.000129317,N/A,28700.0,N/A,NEW,N/A,COMMUNICATIONS,13F,03/31/2021,N/A
9559,NEW YORK MORTGAGE TRUST INC,NYMT,N/A,118184.0,528000.0,0.000129317,0.0003,-158671.0,-57.31195,REDUCTION,0.0311453,REAL ESTATE,13F,03/31/2021,4.95
9560,ISHARES MSCI CHILE CAPPED ETF,ECH,PUT,15400.0,527000.0,0.000129073,0.0004,-35900.0,-69.980507,REDUCTION,NO DATA,FINANCE,13F,03/31/2021,N/A
9561,FLUIDIGM CORP,FLDM,N/A,116533.0,527000.0,0.000129073,0.0001,56162.0,93.02811,ADDITION,0.1563216,HEALTH CARE,13F,03/31/2021,6.0276
9562,NATIONAL CINEMEDIA INC,NCMI,CALL,113900.0,526000.0,0.000128828,0.0001,14500.0,14.587525,ADDITION,N/A,INDUSTRIALS,13F,03/31/2021,N/A
9563,INVESCO S&P 500 EQUAL WEIGHT TECH ETF,RYT,N/A,1950.0,526000.0,0.000128828,0.0004,-4193.0,-68.256552,REDUCTION,NO DATA,INFORMATION TECHNOLOGY,13F,03/31/2021,204.71
9564,SUPERNUS PHARMACEUTICALS INC,SUPN,PUT,20100.0,526000.0,0.000128828,0.0001,-2800.0,-12.227074,REDUCTION,N/A,HEALTH CARE,13F,03/31/2021,N/A
9565,I3 VERTICALS INC,IIIV,CALL,16900.0,526000.0,0.000128828,0.0001,9200.0,119.480519,ADDITION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
9566,PROCURE SPACE ETF,UFO,PUT,18400.0,526000.0,0.000128828,N/A,18400.0,N/A,NEW,NO DATA,FINANCE,13F,03/31/2021,N/A
9567,BETTER WORLD ACQUISITION CORP.,BWAC,PUT,52800.0,526000.0,0.000128828,N/A,52800.0,N/A,NEW,N/A,FINANCE,13F,03/31/2021,N/A
9568,LMF ACQUISITION OPPS INC,LMAO,N/A,53570.0,526000.0,0.000128828,N/A,53570.0,N/A,NEW,NO DATA, ,13F,03/31/2021,9.81
9569,SHYFT GROUP INC,SHYF,PUT,14100.0,525000.0,0.000128583,0.0001,-2300.0,-14.02439,REDUCTION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
9570,BROOKFIELD INFRASTRUCTURE PARTNERS LP,BIP,N/A,9852.0,525000.0,0.000128583,N/A,9852.0,N/A,NEW,0.0033348,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2021,53.25
